STATE,COUNTY,PS-WGWFr,PS-WGWSa,PS-WSWFr,PS-WSWSa,DO-WGWFr,DO-WSWFr,IN-WGWFr,IN-WGWSa,IN-WSWFr,IN-WSWSa,IR-WGWFr,IR-WSWFr,IR-IrSpr,IR-IrMic,IR-IrSur,IC-WGWFr,IC-WSWFr,IC-IrSpr,IC-IrMic,IC-IrSur,IG-WGWFr,IG-WSWFr,IG-IrSpr,IG-IrMic,IG-IrSur,LI-WGWFr,LI-WSWFr,AQ-WGWFr,AQ-WGWSa,AQ-WSWFr,AQ-WSWSa,MI-WGWFr,MI-WGWSa,MI-WSWFr,MI-WSWSa,PT-WGWFr,PT-WGWSa,PT-WSWFr,PT-WSWSa,PO-WGWFr,PO-WGWSa,PO-WSWFr,PO-WSWSa,PC-WGWFr,PC-WGWSa,PC-WSWFr,PC-WSWSa
PA,Dauphin County,1.98,0.00,29.40,0.00,4.66,0.00,10.28,0.00,18.46,0.00,0.22,0.29,1.28,0.14,0.00,0.04,0.12,0.21,0.14,0.00,0.18,0.17,1.07,0.00,0.00,0.62,0.09,0.00,,1.02,,1.20,0.00,0.00,0.00,0.00,0.00,32.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.13,0.00
PA,Delaware County,0.02,0.00,8.38,0.00,5.97,0.00,0.01,0.00,79.88,0.00,0.13,0.18,0.27,0.01,0.00,0.00,0.02,0.02,0.01,0.00,0.13,0.16,0.25,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,687.67,0.00,0.00,0.00,687.67,0.00,0.00,0.00,0.00,0.00
PA,Elk County,0.52,0.00,4.02,0.00,0.30,0.00,0.00,0.00,15.35,0.00,0.02,0.03,0.20,0.01,0.00,0.00,0.01,0.01,0.01,0.00,0.02,0.02,0.19,0.00,0.00,0.05,0.01,0.00,,1.28,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,Erie County,3.77,0.00,28.30,0.00,4.92,0.00,0.04,0.00,5.31,0.00,0.21,0.68,2.10,0.56,0.00,0.13,0.44,0.84,0.56,0.00,0.08,0.24,1.26,0.00,0.00,0.33,0.05,3.28,,2.16,,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,Fayette County,1.55,0.00,40.01,0.00,1.32,0.00,0.00,0.00,0.00,0.00,0.04,0.09,0.47,0.04,0.00,0.01,0.05,0.06,0.04,0.00,0.03,0.04,0.41,0.00,0.00,0.34,0.05,0.00,,0.08,,0.05,0.00,0.01,0.00,0.00,0.00,1.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.57,0.00
PA,Forest County,0.37,0.00,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.02,0.00,1.29,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,Franklin County,6.10,0.00,2.42,0.00,2.81,0.00,0.04,0.00,0.04,0.00,0.21,0.81,1.69,0.75,0.00,0.18,0.61,1.12,0.75,0.00,0.03,0.20,0.57,0.00,0.00,3.14,0.47,0.00,,1.79,,0.37,0.00,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,Fulton County,0.28,0.00,0.00,0.00,0.74,0.00,0.01,0.00,0.00,0.00,0.01,0.03,0.10,0.03,0.00,0.01,0.03,0.04,0.03,0.00,0.00,0.00,0.06,0.00,0.00,0.50,0.08,0.00,,1.22,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,Greene County,0.00,0.00,7.23,0.00,0.74,0.00,0.00,0.00,0.01,0.00,0.01,0.03,0.19,0.02,0.00,0.01,0.02,0.03,0.02,0.00,0.00,0.01,0.16,0.00,0.00,0.19,0.03,0.00,,0.00,,2.39,0.00,2.14,0.00,0.00,0.00,22.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.91,0.00
PA,Huntingdon County,1.18,0.00,2.05,0.00,1.59,0.00,0.00,0.00,0.00,0.00,0.06,0.12,0.21,0.08,0.00,0.03,0.09,0.12,0.08,0.00,0.03,0.03,0.09,0.00,0.00,0.77,0.11,0.00,,1.33,,0.07,0.00,6.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,Indiana County,0.27,0.00,4.07,0.00,2.62,0.00,0.00,0.00,0.00,0.00,0.33,1.28,1.79,0.92,0.00,0.31,1.04,1.38,0.92,0.00,0.02,0.24,0.41,0.00,0.00,0.59,0.09,0.00,,0.22,,1.47,0.00,0.00,0.00,0.00,0.00,48.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.84,0.00
PA,Jefferson County,0.61,0.00,1.65,0.00,1.25,0.00,0.01,0.00,0.00,0.00,0.01,0.02,0.21,0.01,0.00,0.00,0.01,0.02,0.01,0.00,0.01,0.01,0.19,0.00,0.00,0.18,0.03,0.00,,0.98,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,Juniata County,0.41,0.00,0.58,0.00,1.03,0.00,0.01,0.00,0.00,0.00,0.03,0.14,0.22,0.11,0.00,0.03,0.12,0.16,0.11,0.00,0.00,0.02,0.06,0.00,0.00,0.84,0.12,0.00,,0.63,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,Lackawanna County,1.76,0.00,45.51,0.00,4.14,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.15,0.10,0.00,0.03,0.09,0.15,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.00,,0.00,,0.15,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00
PA,Lancaster County,13.35,0.00,25.92,0.00,13.08,0.00,2.36,0.00,0.00,0.00,0.63,1.95,4.45,2.15,0.00,0.50,1.67,3.22,2.15,0.00,0.13,0.28,1.23,0.00,0.00,9.57,1.43,0.00,,2.21,,7.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,Lawrence County,0.28,0.00,9.95,0.00,2.12,0.00,0.40,0.00,0.00,0.00,0.03,0.09,0.63,0.04,0.00,0.01,0.04,0.06,0.04,0.00,0.02,0.05,0.57,0.00,0.00,0.40,0.06,0.00,,0.41,,0.00,0.00,0.00,0.00,0.00,0.00,86.53,0.00,0.00,0.00,86.53,0.00,0.00,0.00,0.00,0.00
PA,Lebanon County,2.92,0.00,1.59,0.00,2.94,0.00,0.39,0.00,0.00,0.00,0.14,0.40,0.83,0.51,0.00,0.12,0.40,0.77,0.51,0.00,0.02,0.00,0.06,0.00,0.00,2.20,0.34,0.93,,1.48,,0.00,0.00,0.00,0.00,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.25,0.00,0.00,0.00
PA,Lehigh County,23.93,0.00,7.94,0.00,1.79,0.00,5.33,0.00,1.02,0.00,0.13,0.81,1.10,0.48,0.00,0.13,0.43,0.71,0.48,0.00,0.00,0.38,0.39,0.00,0.00,0.11,0.02,2.03,,0.20,,7.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,Luzerne County,4.28,0.00,17.09,0.00,5.83,0.00,0.02,0.00,0.00,0.00,0.04,0.15,0.27,0.18,0.00,0.04,0.15,0.27,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.02,0.00,,0.00,,0.02,0.00,0.00,0.00,0.00,0.00,57.75,0.00,0.00,0.00,11.82,0.00,0.00,0.00,45.93,0.00
PA,Lycoming County,4.81,0.00,6.28,0.00,2.04,0.00,1.21,0.00,0.00,0.00,0.14,0.42,1.25,0.68,0.00,0.12,0.42,1.03,0.68,0.00,0.02,0.00,0.22,0.00,0.00,0.51,0.07,0.00,,0.52,,0.03,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,McKean County,2.31,0.00,4.30,0.00,0.87,0.00,5.07,0.00,0.00,0.00,0.02,0.02,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.25,0.00,0.00,0.08,0.01,0.04,,0.20,,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,Mercer County,2.01,0.00,11.26,0.00,3.07,0.00,0.04,0.00,13.31,0.00,0.07,0.11,0.94,0.08,0.00,0.02,0.06,0.12,0.08,0.00,0.05,0.05,0.82,0.00,0.00,0.62,0.09,0.00,,0.04,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,Mifflin County,0.13,0.00,2.99,0.00,1.01,0.00,0.27,0.00,3.73,0.00,0.02,0.07,0.21,0.06,0.00,0.02,0.05,0.08,0.06,0.00,0.00,0.02,0.13,0.00,0.00,0.86,0.13,0.00,,0.00,,0.03,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,Monroe County,6.24,0.00,7.15,0.00,5.54,0.00,0.00,0.00,0.34,0.00,0.13,0.17,0.50,0.04,0.00,0.01,0.03,0.06,0.04,0.00,0.12,0.14,0.44,0.00,0.00,0.02,0.01,1.06,,12.33,,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,Montgomery County,17.15,0.00,40.97,0.00,10.59,0.00,3.37,0.00,0.00,0.00,0.59,1.00,1.82,0.27,0.00,0.09,0.30,0.40,0.27,0.00,0.50,0.70,1.42,0.00,0.00,0.15,0.02,0.16,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,40.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.78,0.00
PA,Montour County,0.04,0.00,1.79,0.00,0.64,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.18,0.03,0.00,0.01,0.04,0.05,0.03,0.00,0.00,0.00,0.13,0.00,0.00,0.19,0.02,0.00,,0.00,,0.01,0.00,0.00,0.00,0.00,0.00,16.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.07,0.00
PA,Northampton County,2.40,0.00,7.31,0.00,3.77,0.00,6.92,0.00,1.97,0.00,0.07,0.31,0.62,0.10,0.00,0.03,0.11,0.15,0.10,0.00,0.04,0.20,0.47,0.00,0.00,0.14,0.02,0.00,,0.00,,0.07,0.00,0.00,0.00,0.00,0.00,244.21,0.00,0.00,0.00,232.62,0.00,0.00,0.00,11.59,0.00
PA,Northumberland County,0.14,0.00,12.57,0.00,2.45,0.00,0.46,0.00,5.06,0.00,0.13,0.39,0.91,0.42,0.00,0.11,0.38,0.63,0.42,0.00,0.02,0.01,0.28,0.00,0.00,0.70,0.11,0.00,,0.61,,0.01,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00
PA,Perry County,0.78,0.00,0.00,0.00,1.90,0.00,0.01,0.00,0.00,0.00,0.01,0.04,0.07,0.05,0.00,0.01,0.04,0.07,0.05,0.00,0.00,0.00,0.00,0.00,0.00,1.03,0.16,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,Philadelphia County,0.00,0.00,273.07,0.00,0.00,0.00,0.32,0.00,34.98,0.00,0.04,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.07,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,66.43,0.00,0.00,0.00,66.43,0.00,0.00,0.00,0.00,0.00
PA,Pike County,2.83,0.00,0.00,0.00,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.08,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.04,0.07,0.00,0.00,0.01,0.00,0.45,,0.30,,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,Potter County,0.96,0.00,0.17,0.00,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.32,0.04,2.45,,1.70,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,Schuylkill County,4.57,0.00,18.69,0.00,2.70,0.00,0.70,0.00,0.00,0.00,0.17,0.56,1.19,0.76,0.00,0.17,0.56,1.14,0.76,0.00,0.00,0.00,0.05,0.00,0.00,0.57,0.09,0.00,,2.80,,3.24,0.00,0.00,0.00,2.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.57,0.00,0.00,0.00
PA,Snyder County,1.55,0.00,0.54,0.00,1.45,0.00,0.02,0.00,0.00,0.00,0.11,0.36,1.00,0.41,0.00,0.10,0.34,0.62,0.41,0.00,0.01,0.02,0.38,0.00,0.00,0.95,0.14,0.00,,0.73,,0.15,0.00,0.00,0.00,0.00,0.00,270.61,0.00,0.00,0.00,270.61,0.00,0.00,0.00,0.00,0.00
PA,Somerset County,3.28,0.00,20.63,0.00,1.56,0.00,0.00,0.00,0.01,0.00,0.06,0.16,0.59,0.08,0.00,0.03,0.09,0.12,0.08,0.00,0.03,0.07,0.47,0.00,0.00,1.01,0.15,0.00,,2.71,,0.05,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,Sullivan County,0.18,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.08,0.01,0.00,0.00,0.02,0.02,0.01,0.00,0.00,0.01,0.06,0.00,0.00,0.09,0.01,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,Susquehanna County,0.30,0.00,1.15,0.00,1.95,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.31,0.04,0.00,0.01,0.04,0.06,0.04,0.00,0.02,0.02,0.25,0.00,0.00,0.59,0.09,0.00,,0.16,,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,Tioga County,1.46,0.00,1.19,0.00,1.47,0.00,0.48,0.00,1.18,0.00,0.03,0.07,0.27,0.04,0.00,0.02,0.05,0.05,0.04,0.00,0.01,0.02,0.22,0.00,0.00,0.72,0.10,0.03,,1.24,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,Union County,0.43,0.00,2.82,0.00,1.82,0.00,0.08,0.00,0.00,0.00,0.04,0.11,0.17,0.07,0.00,0.03,0.10,0.11,0.07,0.00,0.01,0.01,0.06,0.00,0.00,0.78,0.11,0.00,,0.19,,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,Venango County,4.99,0.00,0.32,0.00,1.08,0.00,0.00,0.00,0.24,0.00,0.09,0.02,0.27,0.01,0.00,0.00,0.01,0.02,0.01,0.00,0.09,0.01,0.25,0.00,0.00,0.13,0.01,0.00,,0.00,,0.00,0.00,0.00,0.00,0.01,0.00,1.30,0.00,0.01,0.00,0.00,0.00,0.00,0.00,1.30,0.00
PA,Warren County,2.96,0.00,0.19,0.00,1.24,0.00,8.48,0.00,0.00,0.00,0.03,0.08,0.33,0.05,0.00,0.02,0.06,0.08,0.05,0.00,0.01,0.02,0.25,0.00,0.00,0.25,0.04,0.00,,0.69,,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,Washington County,0.07,0.00,45.36,0.00,2.68,0.00,0.00,0.00,7.76,0.00,0.09,0.55,1.37,0.16,0.00,0.04,0.15,0.24,0.16,0.00,0.05,0.40,1.13,0.00,0.00,0.47,0.07,0.00,,0.00,,0.26,0.00,0.00,0.00,0.00,0.00,300.32,0.00,0.00,0.00,299.90,0.00,0.00,0.00,0.42,0.00
PA,Wayne County,2.51,0.00,0.00,0.00,1.91,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.09,0.05,0.00,0.02,0.08,0.07,0.05,0.00,0.00,0.00,0.02,0.00,0.00,0.29,0.04,0.17,,0.72,,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,Westmoreland County,0.59,0.00,30.36,0.00,4.33,0.00,0.00,0.00,1.87,0.00,0.19,0.54,2.70,0.14,0.00,0.04,0.14,0.21,0.14,0.00,0.15,0.40,2.49,0.00,0.00,0.55,0.09,0.00,,1.44,,0.02,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,Wyoming County,0.75,0.00,0.00,0.00,1.20,0.00,0.01,0.00,10.93,0.00,0.01,0.07,0.27,0.05,0.00,0.01,0.05,0.08,0.05,0.00,0.00,0.02,0.19,0.00,0.00,0.13,0.02,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PA,York County,4.46,0.00,32.97,0.00,9.25,0.00,0.64,0.00,30.76,0.00,0.23,0.51,1.98,0.42,0.00,0.12,0.40,0.63,0.42,0.00,0.11,0.11,1.35,0.00,0.00,1.28,0.19,0.00,,1.07,,0.62,0.00,0.00,0.00,0.00,0.00,2559.23,0.00,0.00,0.00,596.95,0.00,0.00,0.00,1962.28,0.00
RI,Bristol County,0.00,0.00,0.89,0.00,0.02,0.00,0.30,0.00,0.00,0.00,0.08,0.02,0.16,0.03,0.00,,,,,,,,,,,0.00,0.00,0.00,,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RI,Kent County,1.66,0.00,0.00,0.00,0.48,0.00,0.13,0.00,0.87,0.00,0.31,0.02,0.40,0.05,0.00,,,,,,,,,,,0.02,0.00,0.00,,0.00,0.27,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RI,Newport County,0.01,0.00,8.28,0.00,1.19,0.00,0.10,0.00,0.00,0.00,0.41,0.07,0.71,0.17,0.00,,,,,,,,,,,0.05,0.00,0.00,,0.00,1.60,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RI,Providence County,4.04,0.00,83.05,0.00,3.71,0.00,3.43,0.00,1.76,0.00,0.74,0.06,1.19,0.23,0.00,,,,,,,,,,,0.05,0.00,0.00,,0.00,0.00,0.05,0.00,0.24,0.00,0.00,0.00,1.44,232.20,0.00,0.00,0.00,232.20,0.00,0.00,1.44,0.00
RI,Washington County,10.10,0.00,0.00,0.00,2.62,0.00,0.21,0.00,0.72,0.00,0.76,0.22,2.47,0.76,0.02,,,,,,,,,,,0.05,0.01,5.60,,0.10,6.66,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SC,Abbeville County,0.02,0.00,1.92,0.00,1.21,0.00,0.00,0.00,1.00,0.00,0.00,0.00,2.02,0.16,0.08,0.00,0.00,1.98,0.16,0.08,0.00,0.00,0.04,0.00,0.00,0.00,0.21,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SC,Aiken County,14.40,0.00,5.95,0.00,3.96,0.00,2.04,0.00,54.63,0.00,1.24,1.95,4.15,0.22,0.11,1.10,1.17,2.70,0.22,0.11,0.14,0.78,1.45,0.00,0.00,0.35,0.35,0.05,,0.05,,0.56,0.00,0.00,0.00,0.00,0.00,122.34,0.00,0.00,0.00,121.30,0.00,0.00,0.00,1.04,0.00
SC,Allendale County,1.14,0.00,0.00,0.00,0.29,0.00,2.16,0.00,0.00,0.00,7.32,1.83,1.78,0.15,0.07,7.32,1.83,1.74,0.15,0.07,0.00,0.00,0.04,0.00,0.00,0.07,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SC,Anderson County,0.04,0.00,19.80,0.00,4.08,0.00,0.00,0.00,6.88,0.00,0.00,0.36,5.14,0.36,0.18,0.00,0.06,4.36,0.36,0.18,0.00,0.30,0.78,0.00,0.00,0.00,0.67,0.00,,0.03,,0.13,0.00,0.04,0.00,0.00,0.00,234.70,0.00,0.00,0.00,233.10,0.00,0.00,0.00,1.60,0.00
SC,Bamberg County,1.43,0.00,0.00,0.00,0.68,0.00,0.00,0.00,0.00,0.00,1.35,1.51,2.04,0.15,0.07,1.35,1.51,1.82,0.15,0.07,0.00,0.00,0.22,0.00,0.00,0.14,0.00,0.06,,0.21,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SC,Barnwell County,2.12,0.00,0.00,0.00,0.91,0.00,1.14,0.00,0.00,0.00,0.36,0.51,1.88,0.12,0.06,0.36,0.30,1.47,0.12,0.06,0.00,0.21,0.41,0.00,0.00,0.15,0.00,0.08,,0.31,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SC,Beaufort County,12.73,0.00,0.00,0.00,0.78,0.00,0.10,0.00,0.00,0.00,5.55,4.78,5.72,0.03,0.02,1.63,0.00,0.38,0.03,0.02,3.92,4.78,5.34,0.00,0.00,0.02,0.00,0.00,,0.44,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SC,Berkeley County,0.22,0.00,74.18,0.00,9.23,0.00,2.81,0.00,9.83,0.00,0.08,2.58,1.18,0.06,0.03,0.00,2.43,0.69,0.06,0.03,0.08,0.15,0.49,0.00,0.00,0.04,0.00,0.72,,0.36,,0.56,0.00,0.19,0.00,0.03,0.00,470.60,0.00,0.02,0.00,440.90,0.00,0.01,0.00,29.70,0.00
SC,Calhoun County,0.76,0.00,0.00,0.00,0.94,0.00,0.43,0.00,54.56,0.00,5.28,0.37,2.59,0.19,0.09,5.18,0.27,2.31,0.19,0.09,0.10,0.10,0.28,0.00,0.00,0.14,0.00,0.00,,0.00,,0.03,0.00,0.01,0.00,0.00,0.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,0.00
SC,Charleston County,4.27,0.00,0.00,0.00,6.30,0.00,0.21,0.00,27.92,0.00,1.53,0.96,2.29,0.04,0.02,0.00,0.01,0.43,0.04,0.02,1.53,0.95,1.86,0.00,0.00,0.05,0.00,0.18,,0.50,,0.00,0.00,0.00,0.00,0.00,0.00,11.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.60,0.00
SC,Cherokee County,0.12,0.00,6.73,0.00,0.73,0.00,0.00,0.00,1.65,0.00,0.00,0.00,1.98,0.15,0.07,0.00,0.00,1.78,0.15,0.07,0.00,0.00,0.20,0.00,0.00,0.00,0.13,0.00,,0.00,,0.14,0.00,0.05,0.00,0.00,0.00,1.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.95,0.00
SC,Chester County,0.00,0.00,2.67,0.00,1.87,0.00,0.02,0.00,0.07,0.00,0.07,0.04,1.55,0.11,0.06,0.00,0.00,1.35,0.11,0.06,0.07,0.04,0.20,0.00,0.00,0.00,0.29,0.06,,0.21,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SC,Chesterfield County,2.72,0.00,2.54,0.00,0.98,0.00,0.00,0.00,0.00,0.00,1.69,0.40,3.11,0.23,0.11,1.69,0.11,2.78,0.23,0.11,0.00,0.29,0.33,0.00,0.00,0.36,0.00,0.07,,0.00,,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SC,Clarendon County,2.10,0.00,0.00,0.00,2.09,0.00,0.01,0.00,0.00,0.00,1.55,0.27,6.12,0.30,0.15,1.39,0.12,3.63,0.30,0.15,0.16,0.15,2.49,0.00,0.00,0.33,0.00,0.05,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SC,Colleton County,2.55,0.00,0.00,0.00,2.18,0.00,0.00,0.00,0.00,0.00,5.99,0.56,1.38,0.11,0.05,5.75,0.01,1.26,0.11,0.05,0.24,0.55,0.12,0.00,0.00,0.08,0.00,0.03,,0.03,,0.13,0.00,0.04,0.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.00
SC,Darlington County,6.63,0.00,0.00,0.00,0.94,0.00,3.32,0.00,14.78,0.00,0.78,0.85,4.69,0.35,0.17,0.52,0.59,4.20,0.35,0.17,0.26,0.26,0.49,0.00,0.00,0.21,0.00,0.00,,0.00,,0.03,0.00,0.01,0.00,1.00,0.00,188.20,0.00,1.00,0.00,188.20,0.00,0.00,0.00,0.00,0.00
SC,Dillon County,4.31,0.00,0.00,0.00,0.63,0.00,0.00,0.00,0.00,0.00,0.11,0.00,3.01,0.24,0.12,0.11,0.00,2.93,0.24,0.12,0.00,0.00,0.08,0.00,0.00,0.54,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SC,Dorchester County,1.19,0.00,28.25,0.00,2.55,0.00,0.91,0.00,0.00,0.00,0.17,0.08,1.61,0.09,0.05,0.00,0.00,1.11,0.09,0.05,0.17,0.08,0.50,0.00,0.00,0.15,0.00,0.00,,0.00,,0.24,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SC,Edgefield County,0.01,0.00,4.68,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.44,5.74,2.14,0.11,0.06,0.05,5.63,1.38,0.11,0.06,0.39,0.11,0.76,0.00,0.00,0.00,0.14,0.00,,0.00,,0.05,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SC,Fairfield County,0.17,0.00,2.16,0.00,0.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.04,0.02,0.00,0.00,0.46,0.04,0.02,0.00,0.00,0.05,0.00,0.00,0.00,0.12,0.00,,0.00,,0.12,0.00,0.00,0.00,0.00,0.00,768.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,768.80,0.00
